Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
52806591,Thành phố của những cô gái,Elizabeth Gilbert,"Gilbert, Elizabeth",Đinh Thanh Vân,"=""6045675622""","=""9786045675625""",4,4.04,NXB Phụ Nữ & 1980 Books,Paperback,660,2020,2019,2020/07/31,2020/07/19,,,read,"I really liked it!<br/>Một cuộc đời rất thú vị. Cô ấy đã trải qua cả những ngày tháng nông nổi, qua tuổi cập kê, suýt kết hôn, và cuối cùng cũng tìm thấy kiểu sống hợp với mình. Có đam mê, có động lực, có hạnh phúc, có thoả mãn.<br/>UHm, rất thích câu này ""Một người trưởng thành mà lại công kích anh tàn nhẫn như thế ư?"" Đúng vậy, người trưởng thành họ không như thế, họ công kích người khác vì họ bất lực với góc tối cuộc dời họ.",,,1,0
21407664,Ngọn đèn không tắt,Nguyễn Ngọc Tư,"Tư, Nguyễn Ngọc",,"=""""","=""""",4,3.92,NXB Trẻ,Paperback,63,2012,2000,2020/07/18,2020/07/16,,,read,Tái bản lần thứ 16.,,,1,0
21550078,Đẹp và Buồn,Yasunari Kawabata,"Kawabata, Yasunari",Mai Kim Ngọc,"=""""","=""""",3,3.80,NXB Văn hóa Sài Gòn,Paperback,284,2009,1963,2020/07/16,2020/07/12,,,read,"Trích review từ nơi khác, vì mình là kiểu độc giả này :(<br/>""Nếu độc giả chỉ xoáy sâu vào mối quan hệ của những cá nhân xuất hiện trong sách, từ đó soi chiếu lên các mối quan hệ đấy bằng luân thường, đạo lý, hẳn ta sẽ chỉ thấy những sai trái, xấu xa, ích kỷ, hẹp hòi nơi tâm hồn mỗi người.""<br/>--https://reviewsach.net/dep-va-buon/--<br/><br/>",,,1,0
34684622,Leonardo da Vinci,Walter Isaacson,"Isaacson, Walter",,"=""1501139150""","=""9781501139154""",5,4.18,Simon & Schuster,Hardcover,600,2017,2017,2020/07/12,2020/04/12,,,read,"Một người có thể là: Họa sĩ, kiến trúc sư, kỹ sư thủy lực, cơ khí, khảo cổ học, thiên văn học, giải phẫu học... cùng một lúc.<br/>Cuốn sách đáng đọc nhất trong năm nay.",,,1,0
31916557,Hẹn gặp lại trên kia,Pierre Lemaitre,"Lemaitre, Pierre",Nguyễn Duy Bình,"=""""","=""""",4,4.21,Nhã Nam & NXB Hội Nhà Văn,Paperback,446,2016,2013,2017/02/28,2016/09/08,,,read,"Có những sự thật không thể tưởng tượng nổi.<br/>Câu chuyện ở xứ Pháp đó. VN  mình cũng trải qua bao nhiêu cuộc chiến, với những thủ tục còn kém hơn, ai dám đảm bảo điều gì. Tất cả dựa vào cái tâm của con người thôi.",,,1,0
25754057,Dịch Hạch,Albert Camus,"Camus, Albert",Nguyễn Trọng Định,"=""""","=""""",0,4.02,NXB Văn Học,Paperback,428,2002,1947,,2020/07/06,to-read,to-read (#94),to-read,,,,0,0
32179101,Thời Khắc,Michael Cunningham,"Cunningham, Michael",Lê Đình Chi,"=""""","=""""",3,3.96,Bách Việt & NXB Dân Trí,Paperback,316,2016,1998,2020/07/06,2020/07/01,,,read,,,,1,0
13426380,Nỗi buồn chiến tranh,Bảo Ninh,"Ninh, Bảo",,"=""6041001988""","=""9786041001985""",0,4.08,NXB Trẻ,Paperback,324,2019,1991,,2020/07/06,to-read,to-read (#93),to-read,,,,0,0
45452368,Đêm,Elie Wiesel,"Wiesel, Elie",Bảo Chân,"=""6045368282""","=""9786045368282""",4,4.38,Tao Đàn & Nxb. Hội Nhà Văn,Paperback,200,2019,1956,2020/07/01,2020/06/30,,,read,Tàn nhẫn ,,,1,0
52292854,Cô nàng cửa hàng tiện ích,Sayaka Murata,"Murata, Sayaka",An Vy,"=""6045537807""","=""9786045537800""",3,3.67,Nhã Nam & NXB Hội Nhà Văn,Paperback,144,2019,2016,2020/06/23,2020/06/22,,,read,,,,1,0
15847481,Của chuột và người,John Steinbeck,"Steinbeck, John","Hoàng Ngọc Khôi, Nguyễn Phúc Bửu Tập","=""""","=""""",5,3.90,Nxb. Hội Nhà văn,Unknown Binding,130,1997,1937,2016/05/31,2016/05/29,,,read,"Đọc nhiều năm trước, chỉ nhớ đọc rồi và rất thích nên mới rate 5*<br/>Mới qua Nhã Nam, mới thấy bản cứng và mới đọc lại.<br/>Lúc đọc chỉ thầm cầu trong lòng, một cái kết như thế nào mới thỏa đáng đây? Làm ơn đừng đau lòng quá... rồi tự động viên, mình đã rate 5* thì cứ dũng cảm đi đến cái kết, buồn cũng đáng lắm.<br/><br/>Một trong số rất ít sách mình đọc lại lần hai. <br/>Và thật tình cờ, đọc lại trong đúng thời điểm này. Cuốn sách này có mọi thứ.<br/>Trái Đất, tháng 6 năm 2020.<br/><br/>C'est la vie.",,,1,0
31679836,Ngôn sứ,Kahlil Gibran,"Gibran, Kahlil",,"=""""","=""""",0,4.23,NXB Văn học,Paperback,152,2012,1923,2020/06/09,2020/06/07,,,read,I don't want to rate Self help book T_T,,,1,0
12823898,Những lối đi dưới hàng cây tăm tối,Ivan Bunin,"Bunin, Ivan",Hà Ngọc,"=""""","=""""",3,4.13,Nhà xuất bản Văn Học,,338,2006,1943,2020/06/03,2020/05/27,,,read,,,,1,0
17905570,Miền Thơ Ấu,Vũ Thư Hiên,"Hiên, Vũ Thư",,"=""""","=""""",0,4.22,NXB Văn Nghệ,Paperback,,1988,1988,,2020/05/27,to-read,to-read (#92),to-read,,,,0,0
45693770,Vết nhơ của người,Philip Roth,"Roth, Philip","Phạm Viêm Phương, Huỳnh Kim Oanh","=""6045381130""","=""9786045381137""",4,3.92,NXB Hội nhà văn & Nhã Nam,Paperback,435,2019,2000,2020/05/22,2020/04/04,,,read,liked it.,,,1,0
13105177,Người Thầy Đầu Tiên,Chingiz Aitmatov,"Aitmatov, Chingiz","Nguyễn Ngọc Bằng, Cao Xuân Hạo, Bồ Xuân Tiến","=""""","=""""",3,4.28,,Paperback,,,1962,2020/05/21,2020/04/12,,,read,Như kiểu sách tuyên truyền cách mạng.,,,1,0
33268247,Thành phố trộm,David Benioff,"Benioff, David",Đỗ Tuấn Anh,"=""""","=""""",5,4.30,"Nhã Nam, NXB Hội Nhà Văn",,385,2016,2008,2020/05/18,2020/05/12,,,read,"Xuất sắc.<br/>Giọng văn Nga đọc cuốn hút rồi, mà nội dung cũng khỏi chê nữa. ",,,1,0
52341770,Lò sát sinh số 5,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Quân Khuê,"=""6045544528""","=""9786045544525""",2,4.10,"NXB Hà Nội, Nhã Nam",Hardcover,270,2019,1969,2020/05/11,2019/11/12,,,read,"Lại một pha không cảm nổi sự hay của rate cao. Profile của người Mĩ là: Những người cựu binh chiến tranh Vietnam và những người tham gia phản đối chiến tranh Vietnam.<br/>Có lẽ là 3* nhưng câu ""Đời là thế"" làm mình khó chịu nên hạ xuống 2.<br/>Tham lam pha trộn quá nhiều yếu tố, thấy như một tổ tơ vò...<br/>",,,1,0
46150808,Hành Lý Hư Vô,Nguyễn Ngọc Tư,"Tư, Nguyễn Ngọc",,"=""604114875X""","=""9786041148758""",5,4.17,NXB Trẻ,Paperback,164,2019,2019,2020/04/29,2020/04/19,,,read,Chị Tư vẫn viết hay như thế!<br/>Buồn man mác...,,,1,0
35612084,Đường Về,Erich Maria Remarque,"Remarque, Erich Maria",Vũ Hương Giang,"=""""","=""""",4,4.34,"NXB Văn Học, Đông A",Paperback,328,2017,1931,2018/07/09,2017/10/30,,,read,Buồn và bế tắc ,,,1,0
11092675,Lâu Đài Bay Của Pháp Sư Howl,Diana Wynne Jones,"Jones, Diana Wynne",Đặng Kim Trâm,"=""""","=""""",0,4.28,Nhã Nam & NXB Hội Nhà Văn,Paperback,412,2008,1986,,2020/04/11,to-read,to-read (#91),to-read,,,,0,0
42264021,Lời Thú Nhận Của Tay Lừa Đảo Felix Krull,Thomas Mann,"Mann, Thomas","Nguyễn Hồng Vân, Trần Đàm Thành","=""""","=""""",4,3.84,NXB Trẻ,Paperback,604,2018,1954,2020/04/02,2019/10/23,,,read,"Phải nói tay lừa đảo Krull quá giỏi, hơi tiếc vì chỉ được thấy sự tài năng này nhưng vẫn còn ít những chiêu trò. Cờ đến tay ai thì người đó phất, Krull là một người có năng lực, có tự trọng, biết cách sống và hưởng thụ. Tiếc vì câu chuyện mãi mãi không có cái kết..",,,1,0
52663169,Không Nhà,Tommy Orange,"Orange, Tommy",Phạm Thu Hà,"=""""","=""9786047766635""",3,3.97,NXb. Thế giới & ILoveBooks,Paperback,376,2019,2018,2019/12/12,2019/10/23,,,read,"Mình đã mong chờ cái gì? Không rõ lắm nhưng mình mong chờ nhiều hơn, muốn nhìn về chiều sâu nhiều hơn chiều rộng như này.<br/>Đầu truyện rất thu hút. Nhưng không giữ được nhịp điệu đến cuối.<br/>",,,1,0
52444059,Nhà Máy Chế Tạo Siêu Nhiên,Karel Čapek,"Čapek, Karel",Phạm Công Tú,"=""6049838461""","=""9786049838460""",3,3.84,Tao Đàn & Nxb. Hội Nhà Văn,Paperback,245,2019,1922,2019/12/24,2019/12/20,,,read,"Karel Capek. Cuốn thứ ba của bác ấy.<br/>Tác giả thêm chút gia vị, thêm chất xúc tác cho cuộc chiến tôn giáo nhanh gọn hơn. Cũng không hẳn là giả tưởng, vì sự thật như thế (Sapiens hoặc Con đường Hồi Giáo... có viết chuyện thật rồi)<br/>Nhiều sự kiện quá nên đoạn 2/3 cứ thấy lan man, nút thắt được tháo nhanh quá.<br/>I liked it.",,,1,0
46196196,Chết chịu,Louis-Ferdinand Céline,"Céline, Louis-Ferdinand",Dương Tường,"=""""","=""""",4,4.20,Nhã Nam & NXB Hội nhà văn,Paperback,600,2019,1936,2020/03/15,2020/02/23,,,read,"""Chết chịu: Phần thưởng của sống là chết""<br/>Khổ thân mình, rõ ràng phần đầu sách, tác giả là một bác sĩ. Mình lần mò theo tuổi thơ của tác giả, và chờ mãi chờ mãi đến khi nào thì cậu bé đó có cơ hội trở thành bác sĩ? Hoá ra là phải theo đến tận cuối cùng, và không có quá trình đó đâu.<br/>",,,1,0
45442678,Người minh họa,Ray Bradbury,"Bradbury, Ray",Lê Minh Đức,"=""6046998158""","=""9786046998150""",2,4.13,Nhã Nam & NXB Văn Học,Paperback,362,2019,1951,2020/03/13,2020/02/27,,,read,"Chả hiểu sao cuốn này được Rate cao như thế.<br/>Nghĩ ngay tới Black Mirror phiên bản sao Hỏa. <br/>Giọng văn nhạt nhòa, rời rạc...",,,1,0
34372200,Chiến tranh và Chiến tranh,László Krasznahorkai,"Krasznahorkai, László",Giáp Văn Chung,"=""""","=""""",0,4.08,Nhã Nam & NXB Hội Nhà văn,Paperback,393,2017,1999,2020/03/01,2019/10/23,,,read,"Không dám rate, k dám review.<br/>Đoạn đầu đọc không có dấm chấm hơi khó chịu, nhưng sau quen đi thì cũng đỡ. ",,,1,0
51720591,Ký ức lạc loài,W.G. Sebald,"Sebald, W.G.",Đăng Thư,"=""""","=""""",3,4.16,PHANBOOK &  NXB Đà Nẵng,Paperback,300,2019,1992,2020/01/09,2020/01/01,,,read,,,,1,0
152380,"Mary Poppins (Mary Poppins, #1)",P.L. Travers,"Travers, P.L.",Mary Shepard,"=""0152058109""","=""9780152058104""",0,4.00,Clarion Books,Hardcover,209,2006,1934,,2019/03/06,"to-read, cant-complete","to-read (#89), cant-complete (#21)",to-read,,,,0,0
17230622,Trời Hôm Ấy Không Có Gì Đặc Biệt,Phan     An,"An, Phan",,"=""""","=""""",3,3.84,NXB Hội Nhà Văn,Paperback,213,2012,2012,,2015/03/20,"cant-complete, to-read","cant-complete (#4), to-read (#88)",to-read,,,,0,0
28369,Zazie in the Metro,Raymond Queneau,"Queneau, Raymond","Barbara Wright, Gilbert Adair","=""0142180041""","=""9780142180044""",2,3.65,Penguin Books Ltd,Paperback,157,2001,1959,,2015/03/20,"cant-complete, to-read","cant-complete (#5), to-read (#87)",to-read,,,,0,0
18298420,John đi tìm Hùng,Trần Hùng John,"John, Trần Hùng",,"=""""","=""""",2,3.44,NXB Kim Đồng,Paperback,271,2013,2013,,2015/03/20,"cant-complete, to-read","cant-complete (#6), to-read (#86)",to-read,,,,0,0
13394083,SBC là Săn Bắt Chuột,Hồ Anh Thái,"Thái, Hồ Anh",,"=""""","=""""",2,3.55,Nhà xuất bản Trẻ,Bìa mềm,344,2011,2011,,2015/03/20,"cant-complete, to-read","cant-complete (#14), to-read (#85)",to-read,,,,0,0
13595869,Nếu biết trăm năm là hữu hạn,Phạm Lữ Ân,"Ân, Phạm Lữ","Đặng Nguyễn Đông Vy, Phạm Công Luận","=""6045301900""","=""9786045301906""",2,4.13,Hội Nhà Văn,Paperback,180,2013,2011,,2015/03/20,"cant-complete, to-read","cant-complete (#1), to-read (#84)",to-read,,,,0,0
581712,La Bella Figura: A Field Guide to the Italian Mind,Beppe Severgnini,"Severgnini, Beppe",,"=""0767914406""","=""9780767914406""",2,3.26,Broadway Books,Paperback,217,2007,2005,,2015/03/20,"cant-complete, to-read","cant-complete (#3), to-read (#83)",to-read,,,,0,0
1977834,Dans le café de la jeunesse perdue,Patrick Modiano,"Modiano, Patrick",,"=""2070786064""","=""9782070786060""",3,3.53,Gallimard,Paperback,160,2007,2007,,2015/03/20,"to-read, cant-complete","to-read (#82), cant-complete (#19)",to-read,,,,0,0
1901753,L'Égoïste romantique,Frédéric Beigbeder,"Beigbeder, Frédéric",,"=""2070319563""","=""9782070319565""",1,3.35,Folio,Mass Market Paperback,365,2006,2005,,2015/03/20,"cant-complete, to-read","cant-complete (#7), to-read (#81)",to-read,,,,0,0
24416133,Ai Rồi Cũng Khác,Iris Cao,"Cao, Iris",Hamlet Trương,"=""6046932300""","=""9786046932307""",2,2.84,NXB Văn học,Paperback,187,2015,2014,,2015/03/20,"cant-complete, to-read","cant-complete (#8), to-read (#80)",to-read,,,,0,0
18623141,Chuyện và truyện,Việt  Linh,"Linh, Việt",,"=""""","=""""",2,3.25,Nhà xuất bản Trẻ,Paperback,432,2012,2012,,2015/03/20,"cant-complete, to-read","cant-complete (#9), to-read (#79)",to-read,,,,0,0
639864,Autobiography of a Yogi,Paramahansa Yogananda,"Yogananda, Paramahansa",,"=""0876120834""","=""9780876120835""",0,4.25,Self-Realization Fellowship,Paperback,503,2000,1946,,2015/03/20,to-read,to-read (#78),to-read,,,,0,0
17336704,"Một mình ở châu Âu (Bất Hạnh Là Một Tài Sản, #1)",Phan Việt,"Việt, Phan",,"=""""","=""""",2,3.66,NXB Trẻ,Paperback,344,2013,2013,,2015/03/29,"cant-complete, to-read","cant-complete (#10), to-read (#77)",to-read,,,,0,0
9778945,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,"Carr, Nicholas",,"=""0393339750""","=""9780393339758""",0,3.89,W. W. Norton & Company,Paperback,280,2011,2010,,2015/04/17,"cant-complete, to-read","cant-complete (#11), to-read (#76)",to-read,,,,0,0
17226578,Trí Tuệ Giả Tạo - Internet đã làm gì chúng ta?,Nicholas Carr,"Carr, Nicholas","Hà Quang Hùng, Linh Giang, Vũ Duy Mẫn","=""""","=""""",3,3.89,NXB Trẻ,Paperback,285,2012,2010,,2015/05/22,"to-read, cant-complete","to-read (#75), cant-complete (#18)",to-read,,,,0,0
6938719,Flip It: How to Get the Best Out of Everything,Michael Heppell,"Heppell, Michael",,"=""0273727516""","=""9780273727514""",4,3.72,Prentice Hall,Paperback,158,2009,2009,,2015/05/22,"to-read, cant-complete","to-read (#74), cant-complete (#17)",to-read,,,,0,0
18416,Utopia,Lincoln Child,"Child, Lincoln",,"=""0345455207""","=""9780345455208""",0,3.91,Fawcett,Mass Market Paperback,464,2003,2003,,2015/06/25,"cant-complete, to-read","cant-complete (#2), to-read (#73)",to-read,,,,0,0
18922507,Bên phía nhà Swann,Marcel Proust,"Proust, Marcel","Đặng Thị Hạnh, Lê Hồng Sâm, Dương Tường, Đặng Anh Đào","=""""","=""""",0,4.16,Nhã Nam & NXB Văn Học,Paperback,472,2013,1913,,2015/09/15,to-read,to-read (#71),to-read,,,,0,0
28355411,Những thành phố vô hình,Italo Calvino,"Calvino, Italo",Vũ Ngọc Thăng,"=""6045515242""","=""9786045515242""",0,4.09,Nhã Nam & NXB Văn Học,Paperback,220,2015,1972,,2015/12/26,"cant-complete, to-read","cant-complete (#15), to-read (#70)",to-read,,,,0,0
20408617,Kể chuyện về kim loại,Sergei Venetsky,"Venetsky, Sergei","Lê Mạnh Chiến, German Zhegin, Olga Vasilkova","=""""","=""""",0,4.44,"Nhà xuất bản Khoa học và Kỹ thuật Hà Nội, Nhà xuất bản Mir",Hardcover,262,1989,1970,,2016/02/22,"cant-complete, to-read","cant-complete (#16), to-read (#69)",to-read,,,,0,0
35615945,Phía Tây Không Có Gì Lạ,Erich Maria Remarque,"Remarque, Erich Maria",Vũ Hương Giang,"=""6049547033""","=""9786049547034""",4,4.11,Đông A,Paperback,268,2017,1928,,2017/09/17,,,read,,,,1,0
44321893,Cầu Thang Gào Thét,Jonathan Stroud,"Stroud, Jonathan",Hương Thảo,"=""""","=""""",4,4.25,"NXB Hội Nhà Văn, Nhã Nam",Paperback,356,2019,2013,2020/02/15,2019/11/11,,,read,"3,5?<br/>Không biết sách viết cho trẻ con hay người lớn nữa. <br/>Mình không có ấn tượng tốt với Look. Về cơ bản, mình đoán là do mình có suy nghĩ của người lớn hơn, nên mấy quyết định của nhà lãnh đạo này không ổn, giống như cách người lớn trong truyện nói về hội này. <br/>Ai cũng sẽ già đi, ai cũng bị mất năng lực, vậy sao coi thường tương lai của mình như thế? Lucy?<br/>Nếu là phim thì mình sẽ không dám xem nhưng truyện thì ổn. Kinh dị, trinh thám, có cao trào, có nút thắt... tạm được.",,,1,0
23472525,Cọ Hoang,William Faulkner,"Faulkner, William",Nguyễn Bích Lan,"=""6045922476""","=""9786045922477""",3,3.85,Bách Việt & NXB Lao Động,Paperback,412,2014,1939,2020/01/20,2019/10/29,,,read,"Mình rất thích ""Chị ấy"" trong Cọ hoang, mạnh mẽ, bản lĩnh.<br/>Nhưng không cảm được tình yêu giữa hai người ấy !? Khó hiểu cái sự tự nhiên dính lấy nhau. Nhưng thực sự tác giả không miêu tả được cảm xúc ấy.<br/>Hành trình của người tù thì hơi quá lan man rồi...........<br/>Dù sao cũng dễ đọc.",,,1,0
18597083,Ông trăm tuổi trèo qua cửa sổ và biến mất,Jonas Jonasson,"Jonasson, Jonas",Phạm Hải Anh,"=""""","=""""",3,3.82,NXB Trẻ,Paperback,516,2016,2009,2015/01/01,2016/08/20,,,read,Đọc tới 80% rồi mà phải đợi qua năm sau mới completed.,,,1,0
50054550,Mối Tình Của Ông Hire,Georges Simenon,"Simenon, Georges",Hồng Vũ,"=""6045368398""","=""9786045368398""",4,3.66,Nhã Nam & Nxb. Hội Nhà Văn,Paperback,236,2019,1933,2019/11/28,2019/10/23,,,read,Chuyển cảnh hơi nhanh nên nhiều  lúc làm mình thấy hoang mang O_O<br/>Gay cấn tới cận phút cuối.<br/>Nhưng mà Ông với Cô? Nếu chuyện thật ngoài đời mình sẽ nhìn những nhân vật này bằng ánh mắt khác.,,,1,0
46023817,Giờ Đức Văn,Siegfried Lenz,"Lenz, Siegfried",Hoàng Đăng Lãnh,"=""6049834555""","=""9786049834554""",0,4.07,Nhã Nam & NXB Hội Nhà Văn ,Paperback,592,2019,1968,2019/12/23,2019/10/23,,,read,"Thực ra phải skip một đoạn gần cuối.<br/>Giọng văn miêu tả rất hay, nhưng mà hội thoại viết thành văn xuôi luôn làm mình đọc nhiều lúc hơi mệt. Sách cứ mải miết chạy như vậy, không có cao trào, mình cũng không mong đọc hết sách vì chẳng có mong chờ một cái kết như thế nào đó :|",,,1,0
39905266,Đợt Tuyệt Chủng Thứ Sáu,Elizabeth Kolbert,"Kolbert, Elizabeth",Trần Trọng,"=""""","=""""",0,4.15,Nxb. Tri Thức & Nhã Nam,Paperback,464,2018,2014,,2019/12/20,to-read,to-read (#68),to-read,,,,0,0
38787,Pedro Páramo,Juan Rulfo,"Rulfo, Juan","Susan Sontag, Margaret Sayers Peden","=""0802133908""","=""9780802133908""",0,4.05,Grove Press,Paperback,128,1994,1955,2019/12/20,2019/12/17,,,read,"Khổ thân mình đọc mà không thấm được vẻ đẹp của sách, đúng như cảm giác đọc Trăm Năm Cô Đơn lúc trước. Đọc xong phải google giải thích xem mình hiểu đúng hay không T_T.",,,1,0
38102190,Đừng Tự Dối Mình,Philippe Besson,"Besson, Philippe",Bảo Chân,"=""6049602298""","=""9786049602290""",5,4.26,Tao Đàn & Nxb. Hội Nhà Văn,Paperback,208,2018,2017,2019/12/17,2019/11/03,,,read,"Đau quá. Buồn và day dứt.<br/>Secret love song.<br/>""Tại sao anh không thể ôm em trên phố?<br/>Tại sao anh không hôn em trên sàn khiêu vũ?<br/>Em ước chúng mình có thể bên nhau như thế""<br/><br/>Một lần và mãi mãi. ",,,1,0
33782605,Khi Loài Vật Lên Ngôi,Karel Čapek,"Čapek, Karel",Đăng Thư,"=""6045375157""","=""9786045375150""",4,4.17,Tao Đàn & Nxb. Hội Nhà Văn,Paperback,360,2017,1936,2017/06/11,2017/02/21,,,read,"Khi loài vật có thể nghe, hiểu, nói được với con người, có sự giao tiếp ngang bằng, trí thông minh ngang bằng or hơn thì không thể coi nó như loài vật thấp hơn được.<br/>Vừa đọc vừa sợ ngày sa giông sẽ nổi dậy, nhưng trong truyện không phải đi từ từ rồi đẩy lên cao trào. từ 2/3 đi đọc hơi mệt, vướng vào research & report quá nhiều :|<br/>",,,1,0
42184970,Người anh không lớn,Marie-Aude Murail,"Murail, Marie-Aude",Đặng Thị Dưỡng,"=""""","=""""",4,3.90,NXB Hội nhà văn & Nhã Nam,Paperback,268,2018,2004,2019/12/02,2019/10/23,,,read,"Thực ra thì nửa đầu hay hơn nửa cuối. Nửa cuối viết hơi đuối.<br/>Nửa đầu mình sợ mình sẽ khóc vì nó sẽ rất bi thương nhưng tác giả bẻ lái cho đoạn cuối khá dễ thở nhưng lại hơi ... tương đương vơi từ ""ngôn tình"". <br/>Vấn đề là tác giả muốn nhấn mạnh vào từ ""Simple- đơn giản"", nhưng hoàn cảnh anh em Simple thì không thể nói như thế chút nào.  À, tất nhiên là tác giả viết chung cho mấy cô cậu trong nhà trọ ấy. Mình lại muốn khai thác sâu về góc anh em hơn. ",,,1,0
45312632,Khó mà tìm được một người tốt,Flannery O'Connor,"O'Connor, Flannery",Nguyễn Nguyên Phước,"=""""","=""""",4,4.16,PHANBOOK &  Nhà Xuất Bản Hội Nhà Văn ,Paperback,372,2019,1955,2019/11/24,2019/11/12,,,read,"Nội dung hay, giọng văn hay, nhưng không hiểu sao mình đọc chỉ muốn mau mau cho hết từng câu chuyện (list truyện ngắn)<br/>Lại là những câu chuyện của ""những nhân vật phụ"". Cách suy nghĩ, cách sống ở phía B-side vậy. Nhiều lúc muốn thốt lên, ôi đừng vậy chứ, nhưng mà thật ra thì nó là như thế.<br/>3.5/5",,,1,0
12166592,Hãy chăm sóc mẹ,Kyung-Sook Shin,"Shin, Kyung-Sook","Lê Nguyễn Lê, Lê Hiệp Lâm","=""""","=""""",4,3.93,NXB Hà Nội & Nhã Nam,Paperback,323,2011,2008,2015/10/08,2015/06/25,,,read,"Có một lần bố chở mình qua cánh đồng, tự nhiên bố kể ""Ngày xưa, ngày nào bà cũng đội thúng bún đi qua cánh đồng này đấy, đi vào thị trấn bán xong rồi đi về"". Đấy là lần đầu mình ngạc nhiên với cách nói ""Mẹ của bố"" chứ không phải kiểu ""Bà của mình"" như những câu chuyện cô chú vẫn kể.<br/><br/>Những ngày cuối cùng của bà, những lúc tỉnh táo nhất bà luôn nhắc đến người chồng đầu tiên của bà, ""Ông nhà báo ấy"" , ""Ông đến đón tôi à"".......<br/><br/><br/>",,,1,0
31277781,Điều kỳ diệu của tiệm tạp hóa Namiya,Keigo Higashino,"Higashino, Keigo",Phương Nam,"=""6045364678""","=""9786045364673""",4,4.41,Nhã Nam & NXB Hội Nhà Văn,Paperback,358,2016,2012,2018/03/31,2016/09/13,,,read,"Đọc chương đầu đúng kiểu drama nhảm nhí, nhưng qua được chương đầu thì rất hay.",,,1,0
18620745,Chết ở Venice,Thomas Mann,"Mann, Thomas",,"=""""","=""""",0,3.68,NXB Trẻ,Paperback,152,2018,1911,,2017/06/14,to-read,to-read (#58),to-read,,,,0,0
44172984,Khi hơi thở hóa thinh không,Paul Kalanithi,"Kalanithi, Paul",Trần Thanh Hương,"=""6045994477""","=""9786045994474""",5,4.41, Nxb. Lao Động,Paperback,236,2018,2016,2018/08/04,2017/08/27,,,read,"Thêm một cuốn sách sẽ được mình giới thiệu nếu có người xin recommend sách.<br/>Một lần được đứng ở vị trí của bác sĩ, để hiểu về cơ thể mình theo cách giải thích thú vị nhất.",,,1,0
21536706,Ở quán cà phê của tuổi trẻ lạc lối,Patrick Modiano,"Modiano, Patrick",Trần Bạch Lan,"=""6049698279""","=""9786049698279""",3,3.53,Nhã Nam & Nxb. Văn Học,Paperback,153,2018,2007,2015/01/01,2015/09/24,,,read,,,,1,0
29851503,Ánh Đèn Giữa Hai Đại Dương,M.L. Stedman,"Stedman, M.L.",Hồ Thị Như Mai,"=""""","=""""",3,4.05,NXB Trẻ,Paperback,485,2016,2012,2019/11/12,2017/03/24,,,read,"Bản dịch xưng ""mình-tôi"" làm mình đọc phát mệt.<br/>Lần đầu tiên mình lại khó chịu với một người mẹ như Jez. Ích kỷ là một chuyện, điều đáng ghét nhất là việc đổ lỗi, đổ trách nhiệm cho người khác.",,,1,0
13635945,Chuyến Phiêu Lưu Diệu Kỳ Của Edward Tulane,Kate DiCamillo,"DiCamillo, Kate","Phương Huyên, Bagram Ibatoulline","=""6049483604""","=""9786049483608""",5,4.39,Nxb. Mỹ Thuật & Nhã Nam,Paperback,212,2010,2006,2016/03/12,2015/12/13,,,read,"Văn học thiếu nhi nước ngoài :x Những cuốn sách cho mọi lứa tuổi.<br/>""Ai đó sẽ tới vì anh.""",,,1,0
13635828,Thiếu Nữ Đánh Cờ Vây,Shan Sa,"Sa, Shan","Sơn Táp, Tố Châu","=""""","=""""",3,3.79,Nxb. Văn Học & Nhã Nam,Paperback,298,2008,2001,,2015/10/02,,,read,,,,1,0
43605318,Pedro Páramo,Juan Rulfo,"Rulfo, Juan",Nguyễn Trung Đức,"=""6049678634""","=""9786049678639""",0,4.05,Phan Book &  Nhà Xuất Bản Hội Nhà Văn,Paperback,218,2018,1955,,2019/10/29,to-read,to-read (#67),to-read,,,,0,0
37916506,Tôi ngồi đây chờ cơn bão tới,Nguyễn Hải Nhật Huy,"Huy, Nguyễn Hải Nhật",,"=""6049600562""","=""9786049600562""",2,3.92,Nhã Nam,Paperback,375,2018,,2019/10/23,2018/08/03,,,read,"Thực ra thì không đọc hết nổi.<br/>Sao cuốn này được rate cao vậy?<br/>Giọng văn giống như mấy bài diễn trào phúng dễ gặp trên fb thôi mà.<br/>Nhiều chỗ lan man, nhiều chỗ mình còn phải nghĩ ""mình đang đọc cái quái gì thế này?"" <br/>Không hiểu sao rate cao.",,,1,0
16006114,Chuyện nhỏ trong thế giới lớn,E.H. Gombrich,"Gombrich, E.H.",Đoàn Thị Xuân Mai,"=""""","=""""",5,4.10,Nxb Tri Thức ,Paperback,432,2010,1936,2016/10/02,2015/12/24,,,read,It's amazing.<br/>Mình đã recommend cuốn này cho rất nhiều người. <br/>Là một cuốn sách mà mình muốn đọc cho con của mình.,,,1,0
